TurbID,Day,Tmstamp,Wspd,Wdir,Etmp,Itmp,Ndir,Pab1,Pab2,Pab3,Prtv,Patv
1,2,22:10,10.22,-2.88,29.12,39.4,16.9,1.0,1.0,1.0,-0.23,1433.66
1,2,22:20,9.84,-2.47,28.89,39.71,12.06,1.0,1.0,1.0,-0.23,1357.32
1,2,22:30,11.0,1.14,28.68,39.94,7.46,1.03,1.03,1.03,-0.19,1524.53
1,2,22:40,10.89,0.06,28.47,40.09,7.45,1.02,1.02,1.02,-0.23,1518.35
1,2,22:50,11.58,1.53,28.26,40.14,10.8,1.05,1.05,1.05,-0.22,1549.98
1,2,23:00,11.49,-4.98,28.04,40.09,15.04,1.04,1.04,1.04,-0.21,1545.09
1,2,23:10,10.82,-1.22,27.77,40.18,7.52,1.01,1.01,1.01,-0.19,1516.64
1,2,23:20,11.37,1.52,27.55,40.22,7.49,1.04,1.04,1.04,-0.22,1543.12
1,2,23:30,11.98,1.55,27.37,40.29,7.44,1.07,1.07,1.07,-0.19,1549.74
1,2,23:40,11.8,0.19,27.17,40.25,7.42,1.06,1.06,1.06,-0.19,1549.64
1,2,23:50,11.76,-1.88,26.97,40.23,7.42,1.06,1.06,1.06,-0.18,1549.35
1,3,00:00,11.45,-2.16,26.84,40.28,7.42,1.05,1.05,1.05,-0.18,1549.45
1,3,00:10,10.93,-2.96,26.68,40.33,7.42,1.03,1.03,1.03,-0.24,1523.67
1,3,00:20,10.69,-4.61,26.55,40.4,7.42,1.01,1.01,1.01,-0.26,1499.01
1,3,00:30,11.54,-4.08,26.45,40.34,5.63,1.05,1.05,1.05,-0.27,1543.64
1,3,00:40,10.63,0.55,26.34,40.29,-0.27,1.02,1.02,1.02,-0.28,1504.23
1,3,00:50,10.81,3.75,26.27,40.2,-0.27,1.01,1.01,1.01,-0.27,1500.45
1,3,01:00,11.46,-0.12,26.2,40.2,5.03,1.05,1.05,1.05,-0.23,1550.17
1,3,01:10,11.67,-4.26,26.2,40.2,7.29,1.05,1.05,1.05,-0.27,1549.82
1,3,01:20,11.46,-2.19,26.13,40.14,7.29,1.05,1.05,1.05,-0.25,1549.65
1,3,01:30,11.51,-0.23,26.11,40.2,7.32,1.05,1.05,1.05,-0.24,1549.37
1,3,01:40,10.9,-0.69,26.03,40.15,7.32,1.02,1.02,1.02,-0.28,1489.51
1,3,01:50,11.21,3.88,26.05,40.18,9.75,1.03,1.03,1.03,-0.2,1502.11
1,3,02:00,9.26,-1.98,25.89,39.94,15.33,1.0,1.0,1.0,-0.21,1236.42
1,3,02:10,6.08,2.88,25.42,39.85,55.65,1.0,1.0,1.0,-0.21,500.07
1,3,02:20,7.31,0.82,25.1,39.61,52.45,1.0,1.0,1.0,-0.25,729.52
1,3,02:30,8.13,-3.06,24.83,39.17,63.48,1.0,1.0,1.0,-0.22,884.11
1,3,02:40,7.8,3.65,24.62,38.79,54.62,1.0,1.0,1.0,-0.21,809.43
1,3,02:50,8.8,-2.29,24.46,38.42,59.89,1.0,1.0,1.0,-0.29,1033.76
1,3,03:00,9.07,-0.42,24.29,38.08,57.18,1.0,1.0,1.0,-0.28,1113.94
1,3,03:10,8.4,1.82,24.17,37.81,51.12,1.0,1.0,1.0,-0.21,944.71
1,3,03:20,8.68,-0.7,24.03,37.6,49.49,1.0,1.0,1.0,-0.22,1058.26
1,3,03:30,8.84,-2.84,23.74,37.5,49.47,1.0,1.0,1.0,-0.29,1140.5
1,3,03:40,9.61,-0.71,23.53,37.31,41.94,1.01,1.01,1.01,-0.29,1295.04
1,3,03:50,12.03,-3.11,23.71,37.28,40.35,1.06,1.06,1.06,-0.21,1550.02
1,3,04:00,11.46,-1.3,23.55,37.12,31.33,1.04,1.04,1.04,-0.22,1528.44
1,3,04:10,10.63,-0.81,23.47,37.08,19.7,1.03,1.03,1.03,-0.24,1471.48
1,3,04:20,11.3,-3.33,23.3,37.14,18.22,1.05,1.05,1.05,-0.21,1549.59
1,3,04:30,11.12,-0.18,23.13,37.22,11.27,1.04,1.04,1.04,-0.24,1549.61
1,3,04:40,10.46,-1.1,23.05,37.22,11.25,1.02,1.02,1.02,-0.22,1507.93
1,3,04:50,10.77,-5.12,22.9,37.26,11.22,1.02,1.02,1.02,-0.23,1529.49
1,3,05:00,11.59,0.89,22.9,37.25,4.35,1.06,1.06,1.06,-0.22,1549.55
1,3,05:10,11.86,3.12,22.9,37.29,5.52,1.07,1.07,1.07,-0.23,1549.43
1,3,05:20,11.45,-2.66,22.9,37.16,11.22,1.06,1.06,1.06,-0.18,1549.52
1,3,05:30,11.27,-3.21,22.87,37.28,11.22,1.05,1.05,1.05,-0.21,1545.78
1,3,05:40,10.96,-3.28,22.79,37.39,8.44,1.04,1.04,1.04,-0.2,1539.29
1,3,05:50,10.78,-0.56,22.78,37.37,9.2,1.03,1.03,1.03,-0.23,1537.49
1,3,06:00,11.05,-2.56,22.78,37.39,11.29,1.04,1.04,1.04,-0.23,1545.07
1,3,06:10,11.3,-0.03,22.78,37.46,11.32,1.05,1.05,1.05,-0.21,1549.08
1,3,06:20,10.69,-0.78,22.79,37.59,11.32,1.03,1.03,1.03,-0.22,1524.64
1,3,06:30,11.26,0.44,22.79,37.59,11.32,1.05,1.05,1.05,-0.2,1501.81
1,3,06:40,10.84,-1.54,22.79,37.55,11.32,1.03,1.03,1.03,-0.18,1517.88
1,3,06:50,10.57,0.52,22.69,37.49,11.32,1.02,1.02,1.02,-0.23,1508.74
1,3,07:00,10.26,4.64,22.63,37.57,11.7,1.01,1.01,1.01,-0.2,1447.87
1,3,07:10,10.39,2.76,22.65,37.56,18.96,1.01,1.01,1.01,-0.24,1470.05
1,3,07:20,11.57,2.71,22.79,37.59,23.78,1.05,1.05,1.05,-0.27,1525.7
1,3,07:30,12.56,5.06,22.99,37.59,26.67,1.08,1.08,1.08,-0.24,1549.72
1,3,07:40,12.47,6.66,22.95,37.48,26.67,1.08,1.08,1.08,-0.21,1549.49
1,3,07:50,12.03,5.23,22.94,37.4,26.67,1.07,1.07,1.07,-0.25,1542.6
1,3,08:00,11.5,1.34,22.91,37.4,30.0,1.06,1.06,1.06,-0.26,1536.99
1,3,08:10,11.02,1.38,22.97,37.48,30.53,1.04,1.04,1.04,-0.24,1507.73
1,3,08:20,11.11,-4.1,22.95,37.51,34.7,1.04,1.04,1.04,-0.25,1507.68
1,3,08:30,11.09,-4.09,22.89,37.48,34.71,1.04,1.04,1.04,-0.24,1529.69
1,3,08:40,10.42,-1.96,22.81,37.64,34.71,1.02,1.02,1.02,-0.23,1473.63
1,3,08:50,10.74,-1.68,22.84,37.71,34.71,1.03,1.03,1.03,-0.19,1522.32
1,3,09:00,10.27,-1.14,22.9,37.77,34.71,1.02,1.02,1.02,-0.21,1461.12
1,3,09:10,9.46,0.47,22.88,37.67,34.71,1.0,1.0,1.0,-0.23,1345.22
1,3,09:20,10.03,2.06,22.9,37.73,34.71,1.01,1.01,1.01,-0.22,1436.2
1,3,09:30,10.09,3.02,22.9,37.74,34.71,1.01,1.01,1.01,-0.24,1419.69
1,3,09:40,10.36,1.18,22.9,37.76,34.71,1.02,1.02,1.02,-0.26,1481.26
1,3,09:50,10.55,0.72,22.9,37.74,34.71,1.02,1.02,1.02,-0.29,1491.6
1,3,10:00,10.02,1.13,22.9,37.63,39.77,1.01,1.01,1.01,-0.26,1425.98
1,3,10:10,9.93,-2.83,22.96,37.63,36.21,1.01,1.01,1.01,-0.24,1412.74
1,3,10:20,10.06,2.09,23.1,37.63,30.27,1.0,1.0,1.0,-0.2,1433.12
1,3,10:30,10.44,-4.39,23.16,37.72,40.26,1.01,1.01,1.01,-0.16,1471.25
1,3,10:40,10.75,-0.99,23.29,37.94,31.96,1.03,1.03,1.03,-0.19,1497.17
1,3,10:50,10.3,2.81,23.47,38.05,34.5,1.01,1.01,1.01,-0.23,1473.44
1,3,11:00,11.37,-2.18,23.71,38.19,42.37,1.04,1.04,1.04,-0.21,1541.39
1,3,11:10,10.55,-1.82,23.93,38.29,38.07,1.02,1.02,1.02,-0.2,1506.64
1,3,11:20,10.95,0.66,24.13,38.59,34.86,1.04,1.04,1.04,-0.22,1467.21
1,3,11:30,11.59,3.16,24.36,38.75,34.84,1.05,1.05,1.05,-0.2,1519.19
1,3,11:40,10.98,-0.17,24.54,38.9,34.84,1.04,1.04,1.04,-0.21,1485.11
1,3,11:50,11.88,0.66,24.77,39.01,34.84,1.07,1.07,1.07,-0.23,1519.26
1,3,12:00,11.97,1.41,24.93,39.15,34.84,1.07,1.07,1.07,-0.18,1512.91
1,3,12:10,11.9,-0.32,25.19,39.34,34.84,1.07,1.07,1.07,-0.23,1513.59
1,3,12:20,12.25,1.47,25.4,39.54,41.4,1.07,1.07,1.07,-0.25,1532.98
1,3,12:30,12.31,-0.89,25.64,39.44,41.54,1.07,1.07,1.07,-0.25,1533.87
1,3,12:40,12.4,-2.04,25.86,39.49,40.91,1.07,1.07,1.07,-0.22,1542.67
1,3,12:50,12.06,1.95,26.02,39.74,38.7,1.06,1.06,1.06,-0.25,1537.7
1,3,13:00,11.76,0.33,26.22,39.89,44.8,1.06,1.06,1.06,-0.2,1531.4
1,3,13:10,12.11,0.65,26.46,40.11,45.68,1.07,1.07,1.07,-0.22,1545.96
1,3,13:20,11.78,-0.4,26.67,40.4,41.08,1.05,1.05,1.05,-0.22,1527.88
1,3,13:30,11.73,1.52,26.83,40.42,42.71,1.05,1.05,1.05,-0.23,1526.19
1,3,13:40,11.31,-0.94,27.07,40.6,50.59,1.04,1.04,1.04,-0.22,1513.23
1,3,13:50,11.95,0.36,27.33,41.02,49.71,1.06,1.06,1.06,-0.18,1532.79
1,3,14:00,11.05,-0.04,27.52,41.03,50.81,1.03,1.03,1.03,-0.24,1472.91
1,3,14:10,11.24,-0.14,27.73,41.22,46.87,1.04,1.04,1.04,-0.2,1476.78
1,3,14:20,11.28,-0.83,27.97,41.46,49.18,1.03,1.03,1.03,-0.21,1467.35
1,3,14:30,11.43,0.35,28.04,41.53,42.0,1.04,1.04,1.04,-0.2,1470.05
1,3,14:40,11.19,0.42,28.21,41.6,53.93,1.05,1.05,1.05,-0.14,1462.09
1,3,14:50,11.48,-1.4,28.35,41.78,48.49,1.04,1.04,1.04,-0.22,1522.07
1,3,15:00,11.79,-0.78,28.54,42.0,42.5,1.05,1.05,1.05,-0.25,1504.42
1,3,15:10,11.04,-1.73,28.72,42.19,43.29,1.03,1.03,1.03,-0.2,1474.85
1,3,15:20,10.43,1.29,28.92,42.29,48.08,1.02,1.02,1.02,-0.2,1381.91
1,3,15:30,10.21,1.15,29.13,42.4,49.08,1.02,1.02,1.02,-0.23,1367.64
1,3,15:40,10.32,-4.71,29.2,42.53,48.99,1.02,1.02,1.02,-0.21,1377.27
1,3,15:50,10.54,-0.25,29.38,42.76,60.12,1.02,1.02,1.02,-0.29,1404.11
1,3,16:00,10.16,0.36,29.43,42.92,51.29,1.02,1.02,1.02,-0.18,1350.66
1,3,16:10,9.94,1.22,29.4,42.87,48.16,1.01,1.01,1.01,-0.24,1349.24
1,3,16:20,9.74,0.43,29.31,42.72,52.25,1.01,1.01,1.01,-0.31,1319.8
1,3,16:30,10.53,-0.74,29.4,42.82,56.42,1.02,1.02,1.02,-0.22,1429.52
1,3,16:40,10.71,-0.19,29.4,42.78,57.19,1.02,1.02,1.02,-0.21,1448.48
1,3,16:50,10.33,0.39,29.46,42.67,55.76,1.02,1.02,1.02,-0.18,1409.96
1,3,17:00,12.05,-0.86,29.44,42.95,61.68,1.06,1.06,1.06,-0.19,1521.61
1,3,17:10,11.62,-0.22,29.32,42.98,59.8,1.04,1.04,1.04,-0.22,1512.73
1,3,17:20,10.74,-1.75,29.22,42.9,52.35,1.02,1.02,1.02,-0.22,1477.55
1,3,17:30,11.18,0.55,29.31,42.92,53.22,1.02,1.02,1.02,-0.22,1511.29
1,3,17:40,11.57,-1.11,29.29,43.02,53.89,1.04,1.04,1.04,-0.26,1522.37
1,3,17:50,11.75,-3.31,29.27,42.99,48.09,1.05,1.05,1.05,-0.19,1531.61
1,3,18:00,11.43,-0.54,29.33,43.01,44.89,1.04,1.04,1.04,-0.21,1509.51
1,3,18:10,11.13,-1.6,29.44,43.03,43.06,1.03,1.03,1.03,-0.2,1500.73
1,3,18:20,11.23,-0.88,29.4,43.24,44.9,1.04,1.04,1.04,-0.19,1507.76
1,3,18:30,10.82,0.33,29.36,43.21,46.59,1.03,1.03,1.03,-0.25,1467.65
1,3,18:40,11.36,-1.06,29.27,43.2,47.13,1.03,1.03,1.03,-0.21,1516.53
1,3,18:50,11.14,-0.24,29.2,43.16,41.63,1.04,1.04,1.04,-0.23,1508.75
1,3,19:00,11.0,0.35,29.2,43.04,41.62,1.03,1.03,1.03,-0.22,1490.34
1,3,19:10,11.04,1.5,29.13,43.14,42.79,1.03,1.03,1.03,-0.2,1481.3
1,3,19:20,11.12,-0.42,29.0,42.99,48.52,1.03,1.03,1.03,-0.21,1489.68
1,3,19:30,11.72,1.64,28.88,42.92,52.29,1.05,1.05,1.05,-0.24,1530.56
1,3,19:40,11.54,-0.95,28.79,42.8,48.81,1.05,1.05,1.05,-0.21,1521.49
1,3,19:50,11.22,1.69,28.73,42.81,50.22,1.04,1.04,1.04,-0.21,1500.41
1,3,20:00,11.57,-3.04,28.64,42.73,52.23,1.05,1.05,1.05,-0.24,1538.8
1,3,20:10,12.02,-2.81,28.61,42.81,50.52,1.06,1.06,1.06,-0.27,1531.15
1,3,20:20,11.48,-0.23,28.51,42.66,48.08,1.05,1.05,1.05,-0.23,1523.27
1,3,20:30,11.86,0.22,28.4,42.61,51.69,1.06,1.06,1.06,-0.25,1526.9
1,3,20:40,11.19,-3.35,28.18,42.36,51.69,1.04,1.04,1.04,-0.18,1512.64
1,3,20:50,11.65,2.39,27.98,42.37,51.69,1.05,1.05,1.05,-0.23,1537.23
1,3,21:00,11.11,1.64,27.78,42.09,51.69,1.04,1.04,1.04,-0.19,1502.47
1,3,21:10,11.24,2.31,27.56,42.06,54.2,1.05,1.05,1.05,-0.25,1460.61
1,3,21:20,10.67,1.1,27.24,41.79,52.88,1.03,1.03,1.03,-0.24,1383.62
1,3,21:30,11.79,3.52,26.96,41.55,51.67,1.05,1.05,1.05,-0.22,1505.49
1,3,21:40,12.61,1.29,26.78,41.3,51.65,1.08,1.08,1.08,-0.25,1543.06
1,3,21:50,11.67,-2.61,26.55,40.99,51.65,1.06,1.06,1.06,-0.18,1519.69
1,3,22:00,11.74,-3.63,26.3,40.76,51.65,1.06,1.06,1.06,-0.22,1531.22
1,3,22:10,11.61,-5.08,26.11,40.6,51.65,1.06,1.06,1.06,-0.22,1513.98
1,3,22:20,12.15,-4.61,25.94,40.42,51.65,1.08,1.08,1.08,-0.18,1527.65
1,3,22:30,12.07,-4.82,25.83,40.29,51.65,1.07,1.07,1.07,-0.21,1526.19
1,3,22:40,12.41,-4.1,25.65,40.16,51.65,1.08,1.08,1.08,-0.2,1540.86
1,3,22:50,12.74,-3.8,25.51,39.98,51.65,1.09,1.09,1.09,-0.23,1524.33
1,3,23:00,12.71,-3.86,25.42,39.88,51.65,1.09,1.09,1.09,-0.2,1542.36
1,3,23:10,13.24,-5.21,25.3,39.74,51.65,1.1,1.1,1.1,-0.22,1549.43
1,3,23:20,12.56,-6.59,25.19,39.52,51.65,1.08,1.08,1.08,-0.21,1549.28
1,3,23:30,12.33,-7.94,25.05,39.24,51.65,1.07,1.07,1.07,-0.22,1546.3
1,3,23:40,12.41,-8.13,24.95,39.23,51.65,1.07,1.07,1.07,-0.19,1539.95
1,3,23:50,12.0,-2.83,24.88,39.12,45.84,1.06,1.06,1.06,-0.21,1541.38
